,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
0,1630249,Vit,Krejci,Vit Krejci,"Krejci, Vit",V. Krejci,vit-krejci,2000-06-19T00:00:00,Zaragoza,Czech Republic,Zaragoza/Czech Republic,6-8,195,1,27,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,vit_krejci,2021,2022,Y,Y,Y,2020,2,37,N
0,1629083,Arnoldas,Kulboka,Arnoldas Kulboka,"Kulboka, Arnoldas",A. Kulboka,arnoldas-kulboka,1998-01-04T00:00:00,Bilbao,Lithuania,Bilbao/Lithuania,6-10,209,1,98,Forward,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,arnoldas_kulboka,2021,2022,Y,Y,Y,2018,2,55,N
0,1630228,Jonathan,Kuminga,Jonathan Kuminga,"Kuminga, Jonathan",J. Kuminga,jonathan-kuminga,2002-10-06T00:00:00,NBA G League Ignite,DRC,NBA G League Ignite/DRC,6-7,225,1,00,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,jonathan_kuminga,2021,2022,Y,Y,Y,2021,1,7,N
0,1628398,Kyle,Kuzma,Kyle Kuzma,"Kuzma, Kyle",K. Kuzma,kyle-kuzma,1995-07-24T00:00:00,Utah,USA,Utah/USA,6-9,221,5,33,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,kyle_kuzma,2017,2022,N,Y,Y,2017,1,27,N
0,203897,Zach,LaVine,Zach LaVine,"LaVine, Zach",Z. LaVine,zach-lavine,1995-03-10T00:00:00,UCLA,USA,UCLA/USA,6-5,200,8,8,Guard-Forward,Active,N,1610612741,Bulls,CHI,bulls,Chicago,zach_lavine,2014,2022,N,Y,Y,2014,1,13,N
0,1630237,Anthony,Lamb,Anthony Lamb,"Lamb, Anthony",A. Lamb,anthony-lamb,1998-01-20T00:00:00,Vermont,USA,Vermont/USA,6-6,227,2,33,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,anthony_lamb,2020,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203087,Jeremy,Lamb,Jeremy Lamb,"Lamb, Jeremy",J. Lamb,jeremy-lamb,1992-05-30T00:00:00,Connecticut,USA,Connecticut/USA,6-5,180,10,26,Guard-Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,jeremy_lamb,2012,2022,Y,Y,Y,2012,1,12,N
0,1629111,Jock,Landale,Jock Landale,"Landale, Jock",J. Landale,jock-landale,1995-10-25T00:00:00,                                   ,Australia,Australia/Australia,6-11,255,1,34,Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,jock_landale,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1629641,Romeo,Langford,Romeo Langford,"Langford, Romeo",R. Langford,romeo-langford,1999-10-25T00:00:00,Indiana,USA,Indiana/USA,6-5,216,3,35,Guard-Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,romeo_langford,2019,2022,Y,Y,Y,2019,1,14,N
0,1627774,Jake,Layman,Jake Layman,"Layman, Jake",J. Layman,jake-layman,1994-03-07T00:00:00,Maryland,USA,Maryland/USA,6-8,209,6,10,Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,jake_layman,2016,2022,Y,Y,Y,2016,2,47,N
0,1627747,Caris,LeVert,Caris LeVert,"LeVert, Caris",C. LeVert,caris-levert,1994-08-25T00:00:00,Michigan,USA,Michigan/USA,6-6,205,6,3,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,caris_levert,2016,2022,N,Y,Y,2016,1,20,N
0,1627814,Damion,Lee,Damion Lee,"Lee, Damion",D. Lee,damion-lee,1992-10-21T00:00:00,Drexel,USA,Drexel/USA,6-5,210,5,1,Guard-Forward,Active,N,1610612756,Suns,PHX,suns,Phoenix,damion_lee,2017,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630240,Saben,Lee,Saben Lee,"Lee, Saben",S. Lee,saben-lee,1999-06-23T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-2,183,2,38,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,saban_lee,2020,2022,Y,Y,Y,2020,2,38,N
0,203458,Alex,Len,Alex Len,"Len, Alex",A. Len,alex-len,1993-06-16T00:00:00,Maryland,Ukraine,Maryland/Ukraine,7-0,250,9,25,Center,Active,N,1610612758,Kings,SAC,kings,Sacramento,alex_len,2013,2022,N,Y,Y,2013,1,5,N
0,202695,Kawhi,Leonard,Kawhi Leonard,"Leonard, Kawhi",K. Leonard,kawhi-leonard,1991-06-29T00:00:00,San Diego State,USA,San Diego State/USA,6-7,225,10,2,Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,kawhi_leonard,2011,2022,N,Y,Y,2011,1,15,Y
0,1630575,Scottie,Lewis,Scottie Lewis,"Lewis, Scottie",S. Lewis,scottie-lewis,2000-03-12T00:00:00,Florida,USA,Florida/USA,6-5,185,1,16,Guard,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,tmp_scottie_lewis,2021,2022,Y,Y,Y,2021,2,56,N
0,1630184,Kira,Lewis Jr.,Kira Lewis Jr.,"Lewis Jr., Kira",K. Lewis Jr.,kira-lewis-jr,2001-04-06T00:00:00,Alabama,USA,Alabama/USA,6-1,170,2,13,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,kira_lewis_jr,2020,2022,N,Y,Y,2020,1,13,N
0,203081,Damian,Lillard,Damian Lillard,"Lillard, Damian",D. Lillard,damian-lillard,1990-07-15T00:00:00,Weber State,USA,Weber State/USA,6-2,195,10,0,Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,damian_lillard,2012,2022,N,Y,Y,2012,1,6,Y
0,1629642,Nassir,Little,Nassir Little,"Little, Nassir",N. Little,nassir-little,2000-02-11T00:00:00,North Carolina,USA,North Carolina/USA,6-5,220,3,10,Forward-Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,nassir_little,2019,2022,N,Y,Y,2019,1,25,N
0,1630587,Isaiah,Livers,Isaiah Livers,"Livers, Isaiah",I. Livers,isaiah-livers,1998-07-28T00:00:00,Michigan,USA,Michigan/USA,6-6,232,1,12,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,isaiah_livers,2021,2022,Y,Y,Y,2021,2,42,N
0,1626172,Kevon,Looney,Kevon Looney,"Looney, Kevon",K. Looney,kevon-looney,1996-02-06T00:00:00,UCLA,USA,UCLA/USA,6-9,222,7,5,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,kevon_looney,2015,2022,Y,Y,Y,2015,1,30,N
0,201572,Brook,Lopez,Brook Lopez,"Lopez, Brook",B. Lopez,brook-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-0,282,14,11,Center,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,brook_lopez,2008,2022,N,Y,Y,2008,1,10,N
0,201577,Robin,Lopez,Robin Lopez,"Lopez, Robin",R. Lopez,robin-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-0,281,14,33,Center,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,robin_lopez,2008,2022,N,Y,Y,2008,1,15,N
0,1629712,Didi,Louzada,Didi Louzada,"Louzada, Didi",D. Louzada,didi-louzada,1999-07-02T00:00:00,                                   ,Brazil,Sydney Kings/Brazil,6-5,188,3,35,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,marcos_louzada_silva,2020,2021,Y,Y,Y,2019,2,35,N
0,201567,Kevin,Love,Kevin Love,"Love, Kevin",K. Love,kevin-love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,6-8,251,14,0,Forward-Center,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,kevin_love,2008,2022,N,Y,Y,2008,1,5,N
0,200768,Kyle,Lowry,Kyle Lowry,"Lowry, Kyle",K. Lowry,kyle-lowry,1986-03-25T00:00:00,Villanova,USA,Villanova/USA,6-0,196,16,7,Guard,Active,N,1610612748,Heat,MIA,heat,Miami,kyle_lowry,2006,2022,N,Y,Y,2006,1,24,N
0,1630994,Gabriel,Lundberg,Gabriel Lundberg,"Lundberg, Gabriel",G. Lundberg,gabriel-lundberg,1994-12-04T00:00:00,                                   ,Denmark,CSKA Moscow/Denmark,6-4,203,1,19,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,gabriel_lundberg,2021,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1627789,Timothe,Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,"Luwawu-Cabarrot, Timothe",T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,1995-05-09T00:00:00,Mega Basket,France,Mega Basket/France,6-7,215,6,7,Guard-Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,timothe_luwawu-cabarrot,2016,2022,Y,Y,Y,2016,1,24,N
0,1626168,Trey,Lyles,Trey Lyles,"Lyles, Trey",T. Lyles,trey-lyles,1995-11-05T00:00:00,Kentucky,Canada,Kentucky/Canada,6-9,234,7,41,Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,trey_lyles,2015,2022,N,Y,Y,2015,1,12,N
0,1630177,Theo,Maledon,Theo Maledon,"Maledon, Theo",T. Maledon,theo-maledon,2001-06-12T00:00:00,Asvel,France,Asvel/France,6-4,175,2,11,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,theo_maledon,2020,2022,Y,Y,Y,2020,2,34,N
0,1630572,Sandro,Mamukelashvili,Sandro Mamukelashvili,"Mamukelashvili, Sandro",S. Mamukelashvili,sandro-mamukelashvili,1999-05-23T00:00:00,Seton Hall,Georgia,Seton Hall/Georgia,6-9,240,1,54,Forward-Center,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,sandro_mamukelashvili,2021,2022,Y,Y,Y,2021,2,54,N
0,1629611,Terance,Mann,Terance Mann,"Mann, Terance",T. Mann,terance-mann,1996-10-18T00:00:00,Florida State,USA,Florida State/USA,6-5,215,3,14,Guard-Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,terance_mann,2019,2022,Y,Y,Y,2019,2,48,N
0,1630544,Tre,Mann,Tre Mann,"Mann, Tre",T. Mann,tre-mann,2001-02-03T00:00:00,Florida,USA,Florida/USA,6-3,178,1,23,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,tre_mann,2021,2022,Y,Y,Y,2021,1,18,N
0,1626246,Boban,Marjanovic,Boban Marjanovic,"Marjanovic, Boban",B. Marjanovic,boban-marjanovic,1988-08-15T00:00:00,Crvena zvezda,Serbia,Crvena zvezda/Serbia,7-3,290,7,51,Center,Active,N,1610612745,Rockets,HOU,rockets,Houston,boban_marjanovic,2015,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1628374,Lauri,Markkanen,Lauri Markkanen,"Markkanen, Lauri",L. Markkanen,lauri-markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,6-11,240,5,24,Forward-Center,Active,N,1610612762,Jazz,UTA,jazz,Utah,lauri_markkanen,2017,2022,N,Y,Y,2017,1,7,N
0,1630230,Naji,Marshall,Naji Marshall,"Marshall, Naji",N. Marshall,naji-marshall,1998-01-24T00:00:00,Xavier,USA,Xavier/USA,6-7,220,2,8,Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,naji_marshall,2020,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1628997,Caleb,Martin,Caleb Martin,"Martin, Caleb",C. Martin,caleb-martin,1995-09-28T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-5,205,3,16,Forward,Active,N,1610612748,Heat,MIA,heat,Miami,caleb_martin,2019,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1628998,Cody,Martin,Cody Martin,"Martin, Cody",C. Martin,cody-martin,1995-09-28T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-6,205,3,11,Forward,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,cody_martin,2019,2022,Y,Y,Y,2019,2,36,N
0,1630231,Kenyon,Martin Jr.,Kenyon Martin Jr.,"Martin Jr., Kenyon",K. Martin Jr.,kenyon-martin-jr,2001-01-06T00:00:00,IMG Academy (FL),USA,IMG Academy (FL)/USA,6-5,215,2,6,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,kenyon_martin_jr,2020,2022,Y,Y,Y,2020,2,52,N
0,1629726,Garrison,Mathews,Garrison Mathews,"Mathews, Garrison",G. Mathews,garrison-mathews,1996-10-24T00:00:00,Lipscomb,USA,Lipscomb/USA,6-5,215,3,25,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,garrison_mathews,2019,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202083,Wesley,Matthews,Wesley Matthews,"Matthews, Wesley",W. Matthews,wesley-matthews,1986-10-14T00:00:00,Marquette,USA,Marquette/USA,6-4,220,13,23,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,wesley_matthews,2009,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630178,Tyrese,Maxey,Tyrese Maxey,"Maxey, Tyrese",T. Maxey,tyrese-maxey,2000-11-04T00:00:00,Kentucky,USA,Kentucky/USA,6-2,200,2,0,Guard,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,tyrese_maxey,2020,2022,N,Y,Y,2020,1,21,N
0,1630219,Skylar,Mays,Skylar Mays,"Mays, Skylar",S. Mays,skylar-mays,1997-09-05T00:00:00,Louisiana State,USA,Louisiana State/USA,6-4,205,2,4,Guard,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,skylar_mays,2020,2022,Y,Y,Y,2020,2,50,N
0,1630540,Miles,McBride,Miles McBride,"McBride, Miles",M. McBride,miles-mcbride,2000-09-08T00:00:00,West Virginia,USA,West Virginia/USA,6-1,195,1,2,Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,miles_mcbride,2021,2022,Y,Y,Y,2021,2,36,N
0,1630644,Mac,McClung,Mac McClung,"McClung, Mac",M. McClung,mac-mcclung,1999-01-06T00:00:00,Texas Tech,USA,Texas Tech/USA,6-2,185,1,37,Guard,Active,N,1610612744,Warriors,GSW,warriors,Golden State,mac_mcclung,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203468,CJ,McCollum,CJ McCollum,"McCollum, CJ",C. McCollum,cj-mccollum,1991-09-19T00:00:00,Lehigh,USA,Lehigh/USA,6-3,190,9,3,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,cj_mccollum,2013,2022,Y,Y,Y,2013,1,10,N
0,204456,T.J.,McConnell,T.J. McConnell,"McConnell, T.J.",T. McConnell,tj-mcconnell,1992-03-25T00:00:00,Arizona,USA,Arizona/USA,6-1,190,7,9,Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,t.j._mcconnell,2015,2022,N,Y,Y,2015,0,,N
0,1630183,Jaden,McDaniels,Jaden McDaniels,"McDaniels, Jaden",J. McDaniels,jaden-mcdaniels,2000-09-29T00:00:00,Washington,USA,Washington/USA,6-9,185,2,3,Forward,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jaden_mcdaniels,2020,2022,N,Y,Y,2020,1,28,N
0,1629667,Jalen,McDaniels,Jalen McDaniels,"McDaniels, Jalen",J. McDaniels,jalen-mcdaniels,1998-01-31T00:00:00,San Diego State,USA,San Diego State/USA,6-9,205,3,6,Forward-Center,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,jalen_mcdaniels,2019,2022,Y,Y,Y,2019,2,52,N
0,203926,Doug,McDermott,Doug McDermott,"McDermott, Doug",D. McDermott,doug-mcdermott,1992-01-03T00:00:00,Creighton,USA,Creighton/USA,6-7,225,8,17,Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,doug_mcdermott,2014,2022,N,Y,Y,2014,1,11,N
0,201580,JaVale,McGee,JaVale McGee,"McGee, JaVale",J. McGee,javale-mcgee,1988-01-19T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,7-0,270,14,00,Center-Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,javale_mcgee,2008,2022,N,Y,Y,2008,1,18,N
0,203585,Rodney,McGruder,Rodney McGruder,"McGruder, Rodney",R. McGruder,rodney-mcgruder,1991-07-29T00:00:00,Kansas State,USA,Kansas State/USA,6-4,205,6,17,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,rodney_mcgruder,2016,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1629162,Jordan,McLaughlin,Jordan McLaughlin,"McLaughlin, Jordan",J. McLaughlin,jordan-mclaughlin,1996-04-09T00:00:00,Southern California,USA,Southern California/USA,5-11,185,3,6,Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jordan_mclaughlin,2019,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203463,Ben,McLemore,Ben McLemore,"McLemore, Ben",B. McLemore,ben-mclemore,1993-02-11T00:00:00,Kansas,USA,Kansas/USA,6-3,195,9,23,Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,ben_mclemore,2013,2022,Y,Y,Y,2013,1,7,N
0,1629001,De'Anthony,Melton,De'Anthony Melton,"Melton, De'Anthony",D. Melton,deanthony-melton,1998-05-28T00:00:00,Southern California,USA,Southern California/USA,6-2,200,4,8,Guard,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,deanthony_melton,2018,2022,Y,Y,Y,2018,2,46,N
0,1629002,Chimezie,Metu,Chimezie Metu,"Metu, Chimezie",C. Metu,chimezie-metu,1997-03-22T00:00:00,Southern California,USA,Southern California/USA,6-9,225,4,7,Forward-Center,Active,N,1610612758,Kings,SAC,kings,Sacramento,chimezie_metu,2018,2022,Y,Y,Y,2018,2,49,N
0,203114,Khris,Middleton,Khris Middleton,"Middleton, Khris",K. Middleton,khris-middleton,1991-08-12T00:00:00,Texas A&M,USA,Texas A&M/USA,6-7,222,10,22,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,khris_middleton,2012,2022,Y,Y,Y,2012,2,39,N
0,201988,Patty,Mills,Patty Mills,"Mills, Patty",P. Mills,patty-mills,1988-08-11T00:00:00,St.Mary's College of California,Australia,St.Mary's College of California/Australia,6-0,180,13,8,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,patty_mills,2009,2022,Y,Y,Y,2009,2,55,N
0,200794,Paul,Millsap,Paul Millsap,"Millsap, Paul",P. Millsap,paul-millsap,1985-02-10T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-7,257,16,8,Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,paul_millsap,2006,2022,N,Y,Y,2006,2,47,N
0,1629003,Shake,Milton,Shake Milton,"Milton, Shake",S. Milton,shake-milton,1996-09-26T00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-5,205,4,18,Guard-Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,shake_milton,2018,2022,Y,Y,Y,2018,2,54,N
0,1630558,Davion,Mitchell,Davion Mitchell,"Mitchell, Davion",D. Mitchell,davion-mitchell,1998-09-05T00:00:00,Baylor,USA,Baylor/USA,6-0,202,1,15,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,davion_mitchell,2021,2022,N,Y,Y,2021,1,9,N
0,1628378,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,6-1,215,5,45,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,donovan_mitchell,2017,2022,N,Y,Y,2017,1,13,N
0,1630596,Evan,Mobley,Evan Mobley,"Mobley, Evan",E. Mobley,evan-mobley,2001-06-18T00:00:00,Southern California,USA,Southern California/USA,6-11,215,1,4,Center,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,evan_mobley,2021,2022,N,Y,Y,2021,1,3,N
0,1628370,Malik,Monk,Malik Monk,"Monk, Malik",M. Monk,malik-monk,1998-02-04T00:00:00,Kentucky,USA,Kentucky/USA,6-3,200,5,11,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,malik_monk,2017,2022,Y,Y,Y,2017,1,11,N
0,202328,Greg,Monroe,Greg Monroe,"Monroe, Greg",G. Monroe,greg-monroe,1990-06-04T00:00:00,Georgetown,USA,Georgetown/USA,6-10,250,10,55,Forward-Center,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,greg_monroe,2010,2022,Y,Y,Y,2010,1,7,N
0,1630541,Moses,Moody,Moses Moody,"Moody, Moses",M. Moody,moses-moody,2002-05-31T00:00:00,Arkansas,USA,Arkansas/USA,6-5,211,1,4,Guard,Active,N,1610612744,Warriors,GSW,warriors,Golden State,moses_moody,2021,2022,Y,Y,Y,2021,1,14,N
0,1629875,Xavier,Moon,Xavier Moon,"Moon, Xavier",X. Moon,xavier-moon,1995-01-02T00:00:00,Morehead State,USA,Morehead State/USA,6-2,165,1,15,Guard,Active,N,1610612746,Clippers,LAC,clippers,LA,xavier_moon,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1629630,Ja,Morant,Ja Morant,"Morant, Ja",J. Morant,ja-morant,1999-08-10T00:00:00,Murray State,USA,Murray State/USA,6-3,174,3,12,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,ja_morant,2019,2022,N,Y,Y,2019,1,2,N
0,1629752,Juwan,Morgan,Juwan Morgan,"Morgan, Juwan",J. Morgan,juwan-morgan,1997-04-17T00:00:00,Indiana,USA,Indiana/USA,6-7,232,4,16,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,juwan_morgan,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202693,Markieff,Morris,Markieff Morris,"Morris, Markieff",M. Morris,markieff-morris,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-9,245,11,8,Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,markieff_morris,2011,2022,N,Y,Y,2011,1,13,N
0,1628420,Monte,Morris,Monte Morris,"Morris, Monte",M. Morris,monte-morris,1995-06-27T00:00:00,Iowa State,USA,Iowa State/USA,6-2,183,5,22,Guard,Active,N,1610612764,Wizards,WAS,wizards,Washington,monte_morris,2017,2022,Y,Y,Y,2017,2,51,N
0,202694,Marcus,Morris Sr.,Marcus Morris Sr.,"Morris Sr., Marcus",M. Morris Sr.,marcus-morris-sr,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-8,218,11,8,Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,marcus_morris,2011,2022,Y,Y,Y,2011,1,14,N
0,1628539,Mychal,Mulder,Mychal Mulder,"Mulder, Mychal",M. Mulder,mychal-mulder,1994-06-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-3,195,4,12,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,mychal_mulder,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630530,Trey,Murphy III,Trey Murphy III,"Murphy III, Trey",T. Murphy III,trey-murphy-iii,2000-06-18T00:00:00,Virginia,USA,Virginia/USA,6-8,206,1,25,Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,trey_murphy_iii,2021,2022,Y,Y,Y,2021,1,17,N
0,1627749,Dejounte,Murray,Dejounte Murray,"Murray, Dejounte",D. Murray,dejounte-murray,1996-09-19T00:00:00,Washington,USA,Washington/USA,6-4,180,5,5,Guard,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,dejounte_murray,2016,2022,Y,Y,Y,2016,1,29,N
0,1627750,Jamal,Murray,Jamal Murray,"Murray, Jamal",J. Murray,jamal-murray,1997-02-23T00:00:00,Kentucky,Canada,Kentucky/Canada,6-3,215,5,27,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,jamal_murray,2016,2022,N,Y,Y,2016,1,7,N
0,203488,Mike,Muscala,Mike Muscala,"Muscala, Mike",M. Muscala,mike-muscala,1991-07-01T00:00:00,Bucknell,USA,Bucknell/USA,6-10,240,9,33,Forward-Center,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,mike_muscala,2013,2022,Y,Y,Y,2013,2,44,N
0,1629004,Svi,Mykhailiuk,Svi Mykhailiuk,"Mykhailiuk, Svi",S. Mykhailiuk,svi-mykhailiuk,1997-06-10T00:00:00,Kansas,Ukraine,Kansas/Ukraine,6-7,205,5,14,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,sviatoslav_mykhailiuk,2018,2021,Y,Y,Y,2018,2,47,N
0,1626204,Larry,Nance Jr.,Larry Nance Jr.,"Nance Jr., Larry",L. Nance Jr.,larry-nance-jr,1993-01-01T00:00:00,Wyoming,USA,Wyoming/USA,6-7,245,7,22,Forward-Center,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,larry_nance_jr,2015,2022,N,Y,Y,2015,1,27,N
0,1630612,RJ,Nembhard Jr.,RJ Nembhard Jr.,"Nembhard Jr., RJ",R. Nembhard Jr.,rj-nembhard-jr,1999-03-22T00:00:00,TCU,USA,TCU/USA,6-4,200,1,5,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,rj_nembhard_jr,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630174,Aaron,Nesmith,Aaron Nesmith,"Nesmith, Aaron",A. Nesmith,aaron-nesmith,1999-10-16T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-5,215,2,23,Guard-Forward,Active,N,1610612754,Pacers,IND,pacers,Indiana,aaron_nesmith,2020,2022,Y,Y,Y,2020,1,14,N
0,203526,Raul,Neto,Raul Neto,"Neto, Raul",R. Neto,raul-neto,1992-05-19T00:00:00,Murcia,Brazil,Murcia/Brazil,6-2,180,7,19,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,raul_neto,2015,2022,Y,Y,Y,2013,2,47,N
0,1627777,Georges,Niang,Georges Niang,"Niang, Georges",G. Niang,georges-niang,1993-06-17T00:00:00,Iowa State,USA,Iowa State/USA,6-7,230,6,20,Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,georges_niang,2016,2022,Y,Y,Y,2016,2,50,N
0,1630227,Daishen,Nix,Daishen Nix,"Nix, Daishen",D. Nix,daishen-nix,2002-02-13T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,226,1,15,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,daishen_nix,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630192,Zeke,Nnaji,Zeke Nnaji,"Nnaji, Zeke",Z. Nnaji,zeke-nnaji,2001-01-09T00:00:00,Arizona,USA,Arizona/USA,6-9,240,2,22,Forward-Center,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,zeke_nnaji,2020,2022,N,Y,Y,2020,1,22,N
